Year,Month,Citizenship,n_passengers
2014,Dec,Spain,531
2014,Dec,South Korea,
2014,Dec,Switzerland,715
2014,Dec,Sweden,1485
2014,Dec,Taiwan,
2014,Dec,Germany,2052
2014,Dec,Other countries,8970
2015,Jan,Passenger total,90089
2015,Jan,Iceland,27330
2015,Jan,Foreigners,62759
2015,Jan,Austria,
2015,Jan,Australia / New Zealand,
2015,Jan,U.S.A.,9377
2015,Jan,Belgium,
2015,Jan,U.K.,21686
2015,Jan,Denmark,2164
2015,Jan,Estonia / Latvia / Lithuania,
2015,Jan,Finland,482
2015,Jan,France,3206
2015,Jan,Netherlands,1150
2015,Jan,Hong Kong,
2015,Jan,India,
2015,Jan,Ireland,
2015,Jan,Israel,
2015,Jan,Italy,505
2015,Jan,Japan,2129
2015,Jan,Canada,1527
2015,Jan,China,2149
2015,Jan,Norway,1933
2015,Jan,Poland,773
2015,Jan,Russia,328
2015,Jan,Singapore,
2015,Jan,Spain,657
2015,Jan,South Korea,
2015,Jan,Switzerland,1116
2015,Jan,Sweden,2027
2015,Jan,Taiwan,
2015,Jan,Germany,2971
2015,Jan,Other countries,8579
2015,Feb,Passenger total,93878
2015,Feb,Iceland,23400
2015,Feb,Foreigners,70478
2015,Feb,Austria,
2015,Feb,Australia / New Zealand,
2015,Feb,U.S.A.,9039
2015,Feb,Belgium,
2015,Feb,U.K.,29250
2015,Feb,Denmark,2318
2015,Feb,Estonia / Latvia / Lithuania,
2015,Feb,Finland,624
2015,Feb,France,3695
2015,Feb,Netherlands,1906
2015,Feb,Hong Kong,
2015,Feb,India,
2015,Feb,Ireland,
2015,Feb,Israel,
2015,Feb,Italy,502
2015,Feb,Japan,1793
2015,Feb,Canada,1663
2015,Feb,China,2107
2015,Feb,Norway,2551
2015,Feb,Poland,599
2015,Feb,Russia,158
2015,Feb,Singapore,
2015,Feb,Spain,438
2015,Feb,South Korea,
2015,Feb,Switzerland,1118
2015,Feb,Sweden,1628
2015,Feb,Taiwan,
2015,Feb,Germany,3415
2015,Feb,Other countries,7674
2015,Mar,Passenger total,116577
2015,Mar,Iceland,32722
2015,Mar,Foreigners,83855
2015,Mar,Austria,
2015,Mar,Australia / New Zealand,
2015,Mar,U.S.A.,14391
2015,Mar,Belgium,
2015,Mar,U.K.,28142
2015,Mar,Denmark,3183
2015,Mar,Estonia / Latvia / Lithuania,
2015,Mar,Finland,803
2015,Mar,France,3951
2015,Mar,Netherlands,1819
2015,Mar,Hong Kong,
2015,Mar,India,
2015,Mar,Ireland,
2015,Mar,Israel,
2015,Mar,Italy,880
2015,Mar,Japan,1632
2015,Mar,Canada,2211
2015,Mar,China,1862
2015,Mar,Norway,3135
2015,Mar,Poland,880
2015,Mar,Russia,192
2015,Mar,Singapore,
2015,Mar,Spain,711
2015,Mar,South Korea,
2015,Mar,Switzerland,1035
2015,Mar,Sweden,2292
2015,Mar,Taiwan,
2015,Mar,Germany,5067
2015,Mar,Other countries,11669
2015,Apr,Passenger total,107482
2015,Apr,Iceland,35874
2015,Apr,Foreigners,71608
2015,Apr,Austria,
2015,Apr,Australia / New Zealand,
2015,Apr,U.S.A.,10870
2015,Apr,Belgium,
2015,Apr,U.K.,18930
2015,Apr,Denmark,4323
2015,Apr,Estonia / Latvia / Lithuania,
2015,Apr,Finland,1342
2015,Apr,France,2938
2015,Apr,Netherlands,1105
2015,Apr,Hong Kong,
2015,Apr,India,
2015,Apr,Ireland,
2015,Apr,Israel,
2015,Apr,Italy,809
2015,Apr,Japan,659
2015,Apr,Canada,2427
2015,Apr,China,1690
2015,Apr,Norway,4915
2015,Apr,Poland,958
2015,Apr,Russia,175
2015,Apr,Singapore,
2015,Apr,Spain,1442
2015,Apr,South Korea,
2015,Apr,Switzerland,1100
2015,Apr,Sweden,3289
2015,Apr,Taiwan,
2015,Apr,Germany,3722
2015,Apr,Other countries,10914
2015,May,Passenger total,132442
2015,May,Iceland,41419
2015,May,Foreigners,91023
2015,May,Austria,
2015,May,Australia / New Zealand,
2015,May,U.S.A.,20267
2015,May,Belgium,
2015,May,U.K.,10717
2015,May,Denmark,4025
2015,May,Estonia / Latvia / Lithuania,
2015,May,Finland,1933
2015,May,France,4607
2015,May,Netherlands,2504
2015,May,Hong Kong,
2015,May,India,
2015,May,Ireland,
2015,May,Israel,
2015,May,Italy,1328
2015,May,Japan,570
2015,May,Canada,4475
2015,May,China,2294
2015,May,Norway,5903
2015,May,Poland,2408
2015,May,Russia,406
2015,May,Singapore,
2015,May,Spain,1429
2015,May,South Korea,
2015,May,Switzerland,1354
2015,May,Sweden,5181
2015,May,Taiwan,
2015,May,Germany,6771
2015,May,Other countries,14851
2015,Jun,Passenger total,185104
2015,Jun,Iceland,47790
2015,Jun,Foreigners,137314
2015,Jun,Austria,
2015,Jun,Australia / New Zealand,
2015,Jun,U.S.A.,33589
2015,Jun,Belgium,
2015,Jun,U.K.,11539
2015,Jun,Denmark,4267
2015,Jun,Estonia / Latvia / Lithuania,
2015,Jun,Finland,2102
2015,Jun,France,7254
2015,Jun,Netherlands,2929
2015,Jun,Hong Kong,
2015,Jun,India,
2015,Jun,Ireland,
2015,Jun,Israel,
2015,Jun,Italy,2234
2015,Jun,Japan,700
2015,Jun,Canada,6355
2015,Jun,China,6961
2015,Jun,Norway,5640
2015,Jun,Poland,3919
2015,Jun,Russia,539
2015,Jun,Singapore,
2015,Jun,Spain,2136
2015,Jun,South Korea,
2015,Jun,Switzerland,3038
2015,Jun,Sweden,4505
2015,Jun,Taiwan,
2015,Jun,Germany,14458
2015,Jun,Other countries,25149
2015,Jul,Passenger total,225338
2015,Jul,Iceland,44659
2015,Jul,Foreigners,180679
2015,Jul,Austria,
2015,Jul,Australia / New Zealand,
2015,Jul,U.S.A.,37235
2015,Jul,Belgium,
2015,Jul,U.K.,15601
2015,Jul,Denmark,8514
2015,Jul,Estonia / Latvia / Lithuania,
2015,Jul,Finland,1937
2015,Jul,France,12074
2015,Jul,Netherlands,5086
2015,Jul,Hong Kong,
2015,Jul,India,
2015,Jul,Ireland,
2015,Jul,Israel,
2015,Jul,Italy,4504
2015,Jul,Japan,715
2015,Jul,Canada,7069
2015,Jul,China,7483
2015,Jul,Norway,6053
2015,Jul,Poland,4915
2015,Jul,Russia,898
2015,Jul,Singapore,
2015,Jul,Spain,5101
2015,Jul,South Korea,
2015,Jul,Switzerland,6460
2015,Jul,Sweden,6191
2015,Jul,Taiwan,
2015,Jul,Germany,20047
2015,Jul,Other countries,30796
2015,Aug,Passenger total,229319
2015,Aug,Iceland,39889
2015,Aug,Foreigners,189430
2015,Aug,Austria,
2015,Aug,Australia / New Zealand,
2015,Aug,U.S.A.,36410
2015,Aug,Belgium,
2015,Aug,U.K.,15063
2015,Aug,Denmark,6022
2015,Aug,Estonia / Latvia / Lithuania,
2015,Aug,Finland,1947
2015,Aug,France,16193
2015,Aug,Netherlands,5592
2015,Aug,Hong Kong,
2015,Aug,India,
2015,Aug,Ireland,
2015,Aug,Israel,
2015,Aug,Italy,9063
2015,Aug,Japan,1098
2015,Aug,Canada,6946
2015,Aug,China,8101
2015,Aug,Norway,5154
2015,Aug,Poland,3645
2015,Aug,Russia,989
2015,Aug,Singapore,
2015,Aug,Spain,9007
2015,Aug,South Korea,
2015,Aug,Switzerland,5516
2015,Aug,Sweden,5851
2015,Aug,Taiwan,
2015,Aug,Germany,23236
2015,Aug,Other countries,29597
2015,Sep,Passenger total,166891
2015,Sep,Iceland,43851
2015,Sep,Foreigners,123040
2015,Sep,Austria,
2015,Sep,Australia / New Zealand,
2015,Sep,U.S.A.,27972
2015,Sep,Belgium,
2015,Sep,U.K.,12678
2015,Sep,Denmark,4866
2015,Sep,Estonia / Latvia / Lithuania,
2015,Sep,Finland,1831
2015,Sep,France,5081
2015,Sep,Netherlands,2725
2015,Sep,Hong Kong,
2015,Sep,India,
2015,Sep,Ireland,
2015,Sep,Israel,
2015,Sep,Italy,1977
2015,Sep,Japan,2527
2015,Sep,Canada,6770
2015,Sep,China,4364
2015,Sep,Norway,5522
2015,Sep,Poland,2663
2015,Sep,Russia,475
2015,Sep,Singapore,
2015,Sep,Spain,3395
2015,Sep,South Korea,
2015,Sep,Switzerland,2760
2015,Sep,Sweden,4513
2015,Sep,Taiwan,
2015,Sep,Germany,12717
2015,Sep,Other countries,20204
2015,Oct,Passenger total,144026
2015,Oct,Iceland,44740
2015,Oct,Foreigners,99286
2015,Oct,Austria,
2015,Oct,Australia / New Zealand,
2015,Oct,U.S.A.,16122
2015,Oct,Belgium,
2015,Oct,U.K.,24200
2015,Oct,Denmark,4962
2015,Oct,Estonia / Latvia / Lithuania,
2015,Oct,Finland,1658
2015,Oct,France,2926
2015,Oct,Netherlands,2105
2015,Oct,Hong Kong,
2015,Oct,India,
2015,Oct,Ireland,
2015,Oct,Israel,
2015,Oct,Italy,933
2015,Oct,Japan,1420
2015,Oct,Canada,3559
2015,Oct,China,4382
2015,Oct,Norway,6248
2015,Oct,Poland,2187
2015,Oct,Russia,364
2015,Oct,Singapore,
2015,Oct,Spain,1591
2015,Oct,South Korea,
2015,Oct,Switzerland,1665
2015,Oct,Sweden,3670
2015,Oct,Taiwan,
2015,Oct,Germany,5784
2015,Oct,Other countries,15510
2015,Nov,Passenger total,117296
2015,Nov,Iceland,35687
2015,Nov,Foreigners,81609
2015,Nov,Austria,
2015,Nov,Australia / New Zealand,
2015,Nov,U.S.A.,15320
2015,Nov,Belgium,
2015,Nov,U.K.,28943
2015,Nov,Denmark,2933
2015,Nov,Estonia / Latvia / Lithuania,
2015,Nov,Finland,781
2015,Nov,France,2261
2015,Nov,Netherlands,1539
2015,Nov,Hong Kong,
2015,Nov,India,
2015,Nov,Ireland,
2015,Nov,Israel,
2015,Nov,Italy,710
2015,Nov,Japan,1552
2015,Nov,Canada,2254
2015,Nov,China,1464
2015,Nov,Norway,2945
2015,Nov,Poland,1451
2015,Nov,Russia,176
2015,Nov,Singapore,
2015,Nov,Spain,743
2015,Nov,South Korea,
2015,Nov,Switzerland,483
2015,Nov,Sweden,2642
2015,Nov,Taiwan,
2015,Nov,Germany,3117
2015,Nov,Other countries,12295
2015,Dec,Passenger total,103770
2015,Dec,Iceland,32913
2015,Dec,Foreigners,70857
2015,Dec,Austria,
2015,Dec,Australia / New Zealand,
2015,Dec,U.S.A.,12213
2015,Dec,Belgium,
2015,Dec,U.K.,24275
2015,Dec,Denmark,1648
2015,Dec,Estonia / Latvia / Lithuania,
2015,Dec,Finland,581
2015,Dec,France,1636
2015,Dec,Netherlands,1086
2015,Dec,Hong Kong,
2015,Dec,India,
2015,Dec,Ireland,
2015,Dec,Israel,
2015,Dec,Italy,372
2015,Dec,Japan,1752
2015,Dec,Canada,1398
2015,Dec,China,4786
2015,Dec,Norway,1403
2015,Dec,Poland,2681
2015,Dec,Russia,177
2015,Dec,Singapore,
2015,Dec,Spain,516
2015,Dec,South Korea,
2015,Dec,Switzerland,290
2015,Dec,Sweden,1307
2015,Dec,Taiwan,
2015,Dec,Germany,2079
2015,Dec,Other countries,12657
2016,Jan,Passenger total,107595
2016,Jan,Iceland,30036
2016,Jan,Foreigners,77559
2016,Jan,Austria,
2016,Jan,Australia / New Zealand,
2016,Jan,U.S.A.,14428
2016,Jan,Belgium,
2016,Jan,U.K.,27521
2016,Jan,Denmark,2063
2016,Jan,Estonia / Latvia / Lithuania,
2016,Jan,Finland,498
2016,Jan,France,2518
2016,Jan,Netherlands,1346
2016,Jan,Hong Kong,
2016,Jan,India,
2016,Jan,Ireland,
2016,Jan,Israel,
2016,Jan,Italy,556
2016,Jan,Japan,1800
2016,Jan,Canada,1569
2016,Jan,China,3322
2016,Jan,Norway,1940
2016,Jan,Poland,1171
2016,Jan,Russia,220
2016,Jan,Singapore,
2016,Jan,Spain,782
2016,Jan,South Korea,
2016,Jan,Switzerland,554
2016,Jan,Sweden,1738
2016,Jan,Taiwan,
2016,Jan,Germany,3268
2016,Jan,Other countries,12265
2016,Feb,Passenger total,129620
2016,Feb,Iceland,28878
2016,Feb,Foreigners,100742
2016,Feb,Austria,
2016,Feb,Australia / New Zealand,
2016,Feb,U.S.A.,16339
2016,Feb,Belgium,
2016,Feb,U.K.,43123
2016,Feb,Denmark,1761
2016,Feb,Estonia / Latvia / Lithuania,
2016,Feb,Finland,551
2016,Feb,France,3596
2016,Feb,Netherlands,2012
2016,Feb,Hong Kong,
2016,Feb,India,
2016,Feb,Ireland,
2016,Feb,Israel,
2016,Feb,Italy,630
2016,Feb,Japan,2688
2016,Feb,Canada,1611
2016,Feb,China,4452
2016,Feb,Norway,2238
2016,Feb,Poland,1153
2016,Feb,Russia,132
2016,Feb,Singapore,
2016,Feb,Spain,573
2016,Feb,South Korea,
2016,Feb,Switzerland,949
2016,Feb,Sweden,1720
2016,Feb,Taiwan,
2016,Feb,Germany,3733
2016,Feb,Other countries,13481
2016,Mar,Passenger total,156144
2016,Mar,Iceland,40336
2016,Mar,Foreigners,115808
2016,Mar,Austria,
2016,Mar,Australia / New Zealand,
2016,Mar,U.S.A.,23587
2016,Mar,Belgium,
2016,Mar,U.K.,36530
2016,Mar,Denmark,3265
2016,Mar,Estonia / Latvia / Lithuania,
2016,Mar,Finland,1125
2016,Mar,France,4483
2016,Mar,Netherlands,2212
2016,Mar,Hong Kong,
2016,Mar,India,
2016,Mar,Ireland,
2016,Mar,Israel,
2016,Mar,Italy,1110
2016,Mar,Japan,2597
2016,Mar,Canada,2601
2016,Mar,China,3382
2016,Mar,Norway,2996
2016,Mar,Poland,1490
2016,Mar,Russia,142
2016,Mar,Singapore,
2016,Mar,Spain,1663
2016,Mar,South Korea,
2016,Mar,Switzerland,1158
2016,Mar,Sweden,2652
2016,Mar,Taiwan,
2016,Mar,Germany,6099
2016,Mar,Other countries,18716
2016,Apr,Passenger total,133751
2016,Apr,Iceland,38876
2016,Apr,Foreigners,94875
2016,Apr,Austria,
2016,Apr,Australia / New Zealand,
2016,Apr,U.S.A.,20186
2016,Apr,Belgium,
2016,Apr,U.K.,23990
2016,Apr,Denmark,3955
2016,Apr,Estonia / Latvia / Lithuania,
2016,Apr,Finland,1300
2016,Apr,France,4170
2016,Apr,Netherlands,1680
2016,Apr,Hong Kong,
2016,Apr,India,
2016,Apr,Ireland,
2016,Apr,Israel,
2016,Apr,Italy,1023
2016,Apr,Japan,555
2016,Apr,Canada,2540
2016,Apr,China,2005
2016,Apr,Norway,4476
2016,Apr,Poland,2055
2016,Apr,Russia,200
2016,Apr,Singapore,
2016,Apr,Spain,980
2016,Apr,South Korea,
2016,Apr,Switzerland,1244
2016,Apr,Sweden,3187
2016,Apr,Taiwan,
2016,Apr,Germany,4318
2016,Apr,Other countries,17011
2016,May,Passenger total,170985
2016,May,Iceland,46736
2016,May,Foreigners,124249
2016,May,Austria,
2016,May,Australia / New Zealand,
2016,May,U.S.A.,32563
2016,May,Belgium,
2016,May,U.K.,15860
2016,May,Denmark,4519
2016,May,Estonia / Latvia / Lithuania,
2016,May,Finland,2595
2016,May,France,5629
2016,May,Netherlands,3437
2016,May,Hong Kong,
2016,May,India,
2016,May,Ireland,
2016,May,Israel,
2016,May,Italy,1196
2016,May,Japan,737
2016,May,Canada,7421
2016,May,China,2475
2016,May,Norway,6475
2016,May,Poland,3326
2016,May,Russia,475
2016,May,Singapore,
2016,May,Spain,1538
2016,May,South Korea,
2016,May,Switzerland,1591
2016,May,Sweden,6069
2016,May,Taiwan,
2016,May,Germany,9641
2016,May,Other countries,18702
2016,Jun,Passenger total,253613
2016,Jun,Iceland,67075
2016,Jun,Foreigners,186538
2016,Jun,Austria,
2016,Jun,Australia / New Zealand,
2016,Jun,U.S.A.,55510
2016,Jun,Belgium,
2016,Jun,U.K.,16189
2016,Jun,Denmark,4560
2016,Jun,Estonia / Latvia / Lithuania,
2016,Jun,Finland,2576
2016,Jun,France,9234
2016,Jun,Netherlands,3971
2016,Jun,Hong Kong,
2016,Jun,India,
2016,Jun,Ireland,
2016,Jun,Israel,
2016,Jun,Italy,3158
2016,Jun,Japan,835
2016,Jun,Canada,13087
2016,Jun,China,7850
2016,Jun,Norway,5643
2016,Jun,Poland,5210
2016,Jun,Russia,803
2016,Jun,Singapore,
2016,Jun,Spain,2887
2016,Jun,South Korea,
2016,Jun,Switzerland,3213
2016,Jun,Sweden,6750
2016,Jun,Taiwan,
2016,Jun,Germany,17433
2016,Jun,Other countries,27629
2016,Jul,Passenger total,291517
2016,Jul,Iceland,55501
2016,Jul,Foreigners,236016
2016,Jul,Austria,
2016,Jul,Australia / New Zealand,
2016,Jul,U.S.A.,60607
2016,Jul,Belgium,
2016,Jul,U.K.,18162
2016,Jul,Denmark,8982
2016,Jul,Estonia / Latvia / Lithuania,
2016,Jul,Finland,2578
2016,Jul,France,14508
2016,Jul,Netherlands,5900
2016,Jul,Hong Kong,
2016,Jul,India,
2016,Jul,Ireland,
2016,Jul,Israel,
2016,Jul,Italy,5439
2016,Jul,Japan,1028
2016,Jul,Canada,12305
2016,Jul,China,8382
2016,Jul,Norway,6276
2016,Jul,Poland,6101
2016,Jul,Russia,1104
2016,Jul,Singapore,
2016,Jul,Spain,6882
2016,Jul,South Korea,
2016,Jul,Switzerland,7256
2016,Jul,Sweden,9073
2016,Jul,Taiwan,
2016,Jul,Germany,25203
2016,Jul,Other countries,36230
2016,Aug,Passenger total,285785
2016,Aug,Iceland,44226
2016,Aug,Foreigners,241559
2016,Aug,Austria,
2016,Aug,Australia / New Zealand,
2016,Aug,U.S.A.,56924
2016,Aug,Belgium,
2016,Aug,U.K.,17558
2016,Aug,Denmark,5792
2016,Aug,Estonia / Latvia / Lithuania,
2016,Aug,Finland,1933
2016,Aug,France,20844
2016,Aug,Netherlands,6596
2016,Aug,Hong Kong,
2016,Aug,India,
2016,Aug,Ireland,
2016,Aug,Israel,
2016,Aug,Italy,11424
2016,Aug,Japan,1869
2016,Aug,Canada,11955
2016,Aug,China,9938
2016,Aug,Norway,5591
2016,Aug,Poland,4525
2016,Aug,Russia,1372
2016,Aug,Singapore,
2016,Aug,Spain,11010
2016,Aug,South Korea,
2016,Aug,Switzerland,6090
2016,Aug,Sweden,7435
2016,Aug,Taiwan,
2016,Aug,Germany,26872
2016,Aug,Other countries,33831
2016,Sep,Passenger total,223424
2016,Sep,Iceland,48089
2016,Sep,Foreigners,175335
2016,Sep,Austria,
2016,Sep,Australia / New Zealand,
2016,Sep,U.S.A.,45378
2016,Sep,Belgium,
2016,Sep,U.K.,16274
2016,Sep,Denmark,5308
2016,Sep,Estonia / Latvia / Lithuania,
2016,Sep,Finland,2150
2016,Sep,France,7213
2016,Sep,Netherlands,3737
2016,Sep,Hong Kong,
2016,Sep,India,
2016,Sep,Ireland,
2016,Sep,Israel,
2016,Sep,Italy,2868
2016,Sep,Japan,3059
2016,Sep,Canada,10845
2016,Sep,China,6118
2016,Sep,Norway,5114
2016,Sep,Poland,3819
2016,Sep,Russia,633
2016,Sep,Singapore,
2016,Sep,Spain,5153
2016,Sep,South Korea,
2016,Sep,Switzerland,2879
2016,Sep,Sweden,5791
2016,Sep,Taiwan,
2016,Sep,Germany,16849
2016,Sep,Other countries,32147
2016,Oct,Passenger total,208622
2016,Oct,Iceland,50080
2016,Oct,Foreigners,158542
2016,Oct,Austria,
2016,Oct,Australia / New Zealand,
2016,Oct,U.S.A.,34756
2016,Oct,Belgium,
2016,Oct,U.K.,31205
2016,Oct,Denmark,5362
2016,Oct,Estonia / Latvia / Lithuania,
2016,Oct,Finland,2897
2016,Oct,France,5318
2016,Oct,Netherlands,3468
2016,Oct,Hong Kong,
2016,Oct,India,
2016,Oct,Ireland,
2016,Oct,Israel,
2016,Oct,Italy,1467
2016,Oct,Japan,2377
2016,Oct,Canada,9943
2016,Oct,China,6474
2016,Oct,Norway,5838
2016,Oct,Poland,3412
2016,Oct,Russia,467
2016,Oct,Singapore,
2016,Oct,Spain,2652
2016,Oct,South Korea,
2016,Oct,Switzerland,2508
2016,Oct,Sweden,4745
2016,Oct,Taiwan,
2016,Oct,Germany,9480
2016,Oct,Other countries,26173
2016,Nov,Passenger total,176860
2016,Nov,Iceland,45137
2016,Nov,Foreigners,131723
2016,Nov,Austria,
2016,Nov,Australia / New Zealand,
2016,Nov,U.S.A.,30580
2016,Nov,Belgium,
2016,Nov,U.K.,36594
2016,Nov,Denmark,2588
2016,Nov,Estonia / Latvia / Lithuania,
2016,Nov,Finland,905
2016,Nov,France,3884
2016,Nov,Netherlands,2471
2016,Nov,Hong Kong,
2016,Nov,India,
2016,Nov,Ireland,
2016,Nov,Israel,
2016,Nov,Italy,1560
2016,Nov,Japan,2406
2016,Nov,Canada,5465
2016,Nov,China,2935
2016,Nov,Norway,2804
2016,Nov,Poland,2867
2016,Nov,Russia,487
2016,Nov,Singapore,
2016,Nov,Spain,2423
2016,Nov,South Korea,
2016,Nov,Switzerland,660
2016,Nov,Sweden,3507
2016,Nov,Taiwan,
2016,Nov,Germany,5864
2016,Nov,Other countries,23723
2016,Dec,Passenger total,166067
2016,Dec,Iceland,41287
2016,Dec,Foreigners,124780
2016,Dec,Austria,
2016,Dec,Australia / New Zealand,
2016,Dec,U.S.A.,24429
2016,Dec,Belgium,
2016,Dec,U.K.,33389
2016,Dec,Denmark,1796
2016,Dec,Estonia / Latvia / Lithuania,
2016,Dec,Finland,787
2016,Dec,France,3824
2016,Dec,Netherlands,2268
2016,Dec,Hong Kong,
2016,Dec,India,
2016,Dec,Ireland,
2016,Dec,Israel,
2016,Dec,Italy,1142
2016,Dec,Japan,2420
2016,Dec,Canada,3802
2016,Dec,China,9448
2016,Dec,Norway,1621
2016,Dec,Poland,4484
2016,Dec,Russia,285
2016,Dec,Singapore,
2016,Dec,Spain,2640
2016,Dec,South Korea,
2016,Dec,Switzerland,580
2016,Dec,Sweden,1848
2016,Dec,Taiwan,
2016,Dec,Germany,4029
2016,Dec,Other countries,25988
2017,Jan,Passenger total,173290
2017,Jan,Iceland,37291
2017,Jan,Foreigners,135999
2017,Jan,Austria,
2017,Jan,Australia / New Zealand,
2017,Jan,U.S.A.,31009
2017,Jan,Belgium,
2017,Jan,U.K.,38357
2017,Jan,Denmark,2074
2017,Jan,Estonia / Latvia / Lithuania,
2017,Jan,Finland,666
2017,Jan,France,4457
2017,Jan,Netherlands,2953
2017,Jan,Hong Kong,
2017,Jan,India,
2017,Jan,Ireland,
2017,Jan,Israel,
2017,Jan,Italy,1611
2017,Jan,Japan,3246
2017,Jan,Canada,4199
2017,Jan,China,7278
2017,Jan,Norway,1922
2017,Jan,Poland,2555
2017,Jan,Russia,425
2017,Jan,Singapore,
2017,Jan,Spain,2502
2017,Jan,South Korea,
2017,Jan,Switzerland,937
2017,Jan,Sweden,2567
2017,Jan,Taiwan,
2017,Jan,Germany,6002
2017,Jan,Other countries,23239
2017,Feb,Passenger total,183504
2017,Feb,Iceland,35161
2017,Feb,Foreigners,148343
2017,Feb,Austria,
2017,Feb,Australia / New Zealand,
2017,Feb,U.S.A.,28913
2017,Feb,Belgium,
2017,Feb,U.K.,47321
2017,Feb,Denmark,2412
2017,Feb,Estonia / Latvia / Lithuania,
2017,Feb,Finland,652
2017,Feb,France,6638
2017,Feb,Netherlands,3056
2017,Feb,Hong Kong,
2017,Feb,India,
2017,Feb,Ireland,
2017,Feb,Israel,
2017,Feb,Italy,1698
2017,Feb,Japan,2698
2017,Feb,Canada,4929
2017,Feb,China,8407
2017,Feb,Norway,2114
2017,Feb,Poland,2873
2017,Feb,Russia,367
2017,Feb,Singapore,
2017,Feb,Spain,2463
2017,Feb,South Korea,
2017,Feb,Switzerland,1331
2017,Feb,Sweden,2027
2017,Feb,Taiwan,
2017,Feb,Germany,6542
2017,Feb,Other countries,23902
2017,Mar,Passenger total,208683
2017,Mar,Iceland,40877
2017,Mar,Foreigners,167806
2017,Mar,Austria,
2017,Mar,Australia / New Zealand,
2017,Mar,U.S.A.,42978
2017,Mar,Belgium,
2017,Mar,U.K.,38687
2017,Mar,Denmark,3392
2017,Mar,Estonia / Latvia / Lithuania,
2017,Mar,Finland,1123
2017,Mar,France,5938
2017,Mar,Netherlands,3835
2017,Mar,Hong Kong,
2017,Mar,India,
2017,Mar,Ireland,
2017,Mar,Israel,
2017,Mar,Italy,3002
2017,Mar,Japan,2848
2017,Mar,Canada,7346
2017,Mar,China,5204
2017,Mar,Norway,3009
2017,Mar,Poland,3697
2017,Mar,Russia,479
2017,Mar,Singapore,
2017,Mar,Spain,3667
2017,Mar,South Korea,
2017,Mar,Switzerland,1306
2017,Mar,Sweden,2683
2017,Mar,Taiwan,
2017,Mar,Germany,9916
2017,Mar,Other countries,28696
2017,Apr,Passenger total,215741
2017,Apr,Iceland,62173
2017,Apr,Foreigners,153568
2017,Apr,Austria,
2017,Apr,Australia / New Zealand,
2017,Apr,U.S.A.,40388
2017,Apr,Belgium,
2017,Apr,U.K.,27817
2017,Apr,Denmark,5026
2017,Apr,Estonia / Latvia / Lithuania,
2017,Apr,Finland,2537
2017,Apr,France,6739
2017,Apr,Netherlands,3686
2017,Apr,Hong Kong,
2017,Apr,India,
2017,Apr,Ireland,
2017,Apr,Israel,
2017,Apr,Italy,2266
2017,Apr,Japan,836
2017,Apr,Canada,6014
2017,Apr,China,3560
2017,Apr,Norway,4611
2017,Apr,Poland,4150
2017,Apr,Russia,561
2017,Apr,Singapore,
2017,Apr,Spain,3172
2017,Apr,South Korea,
2017,Apr,Switzerland,2021
2017,Apr,Sweden,4638
2017,Apr,Taiwan,
2017,Apr,Germany,9299
2017,Apr,Other countries,26247
2017,May,Passenger total,197260
2017,May,Iceland,51280
2017,May,Foreigners,145980
2017,May,Austria,
2017,May,Australia / New Zealand,
2017,May,U.S.A.,43626
2017,May,Belgium,
2017,May,U.K.,11363
2017,May,Denmark,4517
2017,May,Estonia / Latvia / Lithuania,
2017,May,Finland,3097
2017,May,France,7574
2017,May,Netherlands,4271
2017,May,Hong Kong,
2017,May,India,
2017,May,Ireland,
2017,May,Israel,
2017,May,Italy,1695
2017,May,Japan,767
2017,May,Canada,9079
2017,May,China,3827
2017,May,Norway,5437
2017,May,Poland,5017
2017,May,Russia,965
2017,May,Singapore,
2017,May,Spain,2618
2017,May,South Korea,
2017,May,Switzerland,1686
2017,May,Sweden,6129
2017,May,Taiwan,
2017,May,Germany,10727
2017,May,Other countries,23585
2017,Jun,Passenger total,284079
2017,Jun,Iceland,62234
2017,Jun,Foreigners,221845
2017,Jun,Austria,2074
2017,Jun,Australia / New Zealand,3624
2017,Jun,U.S.A.,71949
2017,Jun,Belgium,2158
2017,Jun,U.K.,13878
2017,Jun,Denmark,5194
2017,Jun,Estonia / Latvia / Lithuania,2581
2017,Jun,Finland,3602
2017,Jun,France,11082
2017,Jun,Netherlands,4564
2017,Jun,Hong Kong,1346
2017,Jun,India,1787
2017,Jun,Ireland,1430
2017,Jun,Israel,450
2017,Jun,Italy,3332
2017,Jun,Japan,805
2017,Jun,Canada,12612
2017,Jun,China,8530
2017,Jun,Norway,5330
2017,Jun,Poland,7026
2017,Jun,Russia,1203
2017,Jun,Singapore,1218
2017,Jun,Spain,4259
2017,Jun,South Korea,1004
2017,Jun,Switzerland,3335
2017,Jun,Sweden,7788
2017,Jun,Taiwan,3781
2017,Jun,Germany,21607
2017,Jun,Other countries,14296
2017,Jul,Passenger total,334403
2017,Jul,Iceland,62483
2017,Jul,Foreigners,271920
2017,Jul,Austria,3807
2017,Jul,Australia / New Zealand,4499
2017,Jul,U.S.A.,80622
2017,Jul,Belgium,4750
2017,Jul,U.K.,16551
2017,Jul,Denmark,8817
2017,Jul,Estonia / Latvia / Lithuania,3363
2017,Jul,Finland,3326
2017,Jul,France,15137
2017,Jul,Netherlands,6138
2017,Jul,Hong Kong,1359
2017,Jul,India,1664
